field_key,view_modules,data_modules,shared_between,recommendation
hr.payslip.name,"hr_payroll_account_sepa, hr_payroll, hr_payroll_expense, l10n_be_hr_payroll, l10n_be_hr_payroll_fleet, hr_payroll_account, l10n_fr_hr_payroll",test_l10n_be_hr_payroll_account,both,Move field definition to core
number,"l10n_be_hr_payroll, l10n_in_hr_payroll",,views,Consider moving field definition to core if views manipulate same data
hr.payslip.run.name,"hr_payroll_account_sepa, hr_payroll, l10n_be_hr_payroll_variable_revenue, l10n_in_hr_payroll, hr_payroll_account",test_l10n_be_hr_payroll_account,both,Move field definition to core
hr.payroll.structure.type.name,"hr_payroll, l10n_be_hr_payroll","l10n_fr_hr_payroll, l10n_in_hr_payroll",both,Move field definition to core
hr.salary.rule.category.name,hr_payroll,"l10n_be_hr_payroll, l10n_fr_hr_payroll",both,Move field definition to core
appears_on_payslip,"hr_payroll, l10n_fr_hr_payroll, l10n_be_hr_payroll",,views,Consider moving field definition to core if views manipulate same data
hr.work.entry.type.name,"hr_work_entry_contract, hr_payroll, hr_work_entry, l10n_be_hr_payroll_proration, l10n_be_hr_payroll, hr_work_entry_holidays","hr_work_entry_contract, l10n_be_hr_payroll",both,Move field definition to core
compute_date,"hr_payroll, l10n_be_hr_payroll",,views,Consider moving field definition to core if views manipulate same data
resource.calendar.name,"hr_payroll, hr_work_entry, resource, l10n_be_hr_payroll_posted_employee",,views,Consider moving field definition to core if views manipulate same data
hr.payslip.employees.name,"hr_payroll, l10n_be_hr_payroll_variable_revenue",,views,Consider moving field definition to core if views manipulate same data
hr.expense.sheet.name,"sale_expense, hr_payroll_expense, csl_expenses, hr_expense",,views,Consider moving field definition to core if views manipulate same data
hr.work.entry.name,"hr_work_entry_contract, hr_work_entry, hr_work_entry_holidays",,views,Consider moving field definition to core if views manipulate same data
hr.leave.type.name,"hr_holidays, hr_work_entry_holidays, project_timesheet_holidays",l10n_be_hr_payroll,both,Move field definition to core
report.project.task.user.name,"project, industry_fsm",,views,Consider moving field definition to core if views manipulate same data
product.product.name,"industry_fsm_stock, website_sale, website_sale_digital, sale, stock_barcode, sale_amazon, product_margin, sale_renting, hr_expense, mrp_account, industry_fsm_sale, sale_expense, purchase, sale_stock_renting, quality_control","csl_project_repair, l10n_ar, csl_product, sale_amazon, sale_renting, pos_loyalty, point_of_sale, pos_restaurant, l10n_pe_edi, sale_stock_renting, repair, l10n_cl, partner_commission",both,Move field definition to core
project.task.groups_id,"sale_timesheet_edit, industry_fsm_sale, sale_timesheet, sale_project",,views,Consider moving field definition to core if views manipulate same data
qty_delivered,"industry_fsm_sale_report, sale_renting",,views,Consider moving field definition to core if views manipulate same data
product_uom_qty,"website_sale, sale, l10n_cl_edi_stock, sale_purchase, stock, industry_fsm_sale_report, mrp, csl_rma, website_sale_coupon, repair, csl_website",,views,Consider moving field definition to core if views manipulate same data
product_uom,"sale_stock, sale, sale_purchase, stock, industry_fsm_sale_report, mrp, purchase_stock, purchase, repair, l10n_cl_edi_stock",,views,Consider moving field definition to core if views manipulate same data
price_unit,"website_sale, sale_subscription, sale, l10n_co_edi, l10n_gcc_invoice, l10n_cl_edi, account, industry_fsm_sale_report, account_edi_ubl, purchase, repair",,views,Consider moving field definition to core if views manipulate same data
discount,"sale_subscription, sale, l10n_co_edi, l10n_gcc_invoice, l10n_cl_edi, account, industry_fsm_sale_report, account_edi_ubl, csl_invoice",,views,Consider moving field definition to core if views manipulate same data
price_subtotal,"sale_subscription, sale, l10n_co_edi, l10n_ar, l10n_gcc_invoice, l10n_cl_edi, account, industry_fsm_sale_report, account_edi_ubl, purchase, repair, csl_invoice, l10n_cl, l10n_pe_edi",,views,Consider moving field definition to core if views manipulate same data
price_total,"l10n_cl_edi_boletas, sale, l10n_ar, l10n_gcc_invoice, l10n_cl_edi, account, industry_fsm_sale_report, csl_invoice",,views,Consider moving field definition to core if views manipulate same data
manufacturer,"csl_product, csl_website",,views,Consider moving field definition to core if views manipulate same data
ir.actions.actions.name,"web_studio, marketing_automation, iot, base","l10n_ar_edi, base",both,Move field definition to core
l10n_latam_document_type_id,"l10n_cl_edi, l10n_ar, l10n_pe_edi",,views,Consider moving field definition to core if views manipulate same data
res.currency.name,"l10n_ar, l10n_ar_edi",,views,Consider moving field definition to core if views manipulate same data
uom.uom.name,"l10n_ar, uom, l10n_in, l10n_ar_edi, l10n_pe_edi",,views,Consider moving field definition to core if views manipulate same data
move_type,"csl_invoice, sale_timesheet, l10n_gcc_invoice, account, l10n_in, l10n_ae, l10n_pe_edi",,views,Consider moving field definition to core if views manipulate same data
res.partner.bank.name,"l10n_au_aba, l10n_us, l10n_ch_qriban, l10n_mx",,views,Consider moving field definition to core if views manipulate same data
narration,"account, l10n_gcc_invoice",,views,Consider moving field definition to core if views manipulate same data
fleet.vehicle.model.brand.name,fleet,"fleet, l10n_be_hr_contract_salary",both,Move field definition to core
fleet.vehicle.model.name,"fleet, l10n_be_hr_payroll_fleet","fleet, l10n_be_hr_contract_salary",both,Move field definition to core
res.company.name,"partner_autocomplete, base_address_extended, social_media, csl_product, l10n_lu_reports_electronic_xml_2_0, l10n_fr, shipengine_shipping_integration, sale_purchase_inter_company_rules, csl_invoice, l10n_it_edi, csl_attendance, base, l10n_de_reports, l10n_it_edi_sdicoop, csl_contacts, l10n_ar, base_vat, l10n_de_pos_cert, l10n_in_hr_payroll, csl_rma, csl_website, account, bista_aws_s3_file_storage, l10n_lu_reports_electronic, csl_purchase, l10n_pe_edi","l10n_et, l10n_lu, l10n_lt, l10n_pl, l10n_hr, l10n_pt, l10n_sk, l10n_co, l10n_be, l10n_fr, l10n_ec, base_import_module, l10n_ua, l10n_in, l10n_no, l10n_cr, l10n_de_skr04, l10n_de_skr03, l10n_dk, l10n_nl, l10n_si, l10n_mx, l10n_pe, l10n_be_hr_payroll, l10n_th, l10n_uk, l10n_jp, l10n_vn, l10n_cz, l10n_syscohada, l10n_ve, l10n_ch, l10n_do, l10n_ie, l10n_it, l10n_hk, l10n_br, l10n_hn, l10n_ar, l10n_se, l10n_sa, l10n_au, l10n_bo, l10n_hu, l10n_gt, l10n_ro, l10n_tr, l10n_za, l10n_cn, l10n_gr, l10n_il, l10n_uy, l10n_es, l10n_ca, l10n_mn, l10n_id, l10n_nz, l10n_ae, l10n_cl, l10n_pe_edi",both,Move field definition to core
report.paperformat.name,report_wkhtmltopdf_param,"csl_sale, csl_project_repair, csl_product, l10n_be_hr_payroll, hr_holidays, event, csl_rma, csl_purchase, csl_invoice",both,Move field definition to core
l10n.be.withholding.tax.exemption.name,"l10n_be_hr_payroll_273S_274_account, l10n_be_hr_payroll_273S_274",,views,Consider moving field definition to core if views manipulate same data
payment_reference,"account, l10n_ch, l10n_gcc_invoice",,views,Consider moving field definition to core if views manipulate same data
fleet.vehicle.log.contract.name,"fleet, l10n_be_hr_payroll_fleet",,views,Consider moving field definition to core if views manipulate same data
invoice_payment_term_id,"l10n_ar, account, l10n_gcc_invoice, l10n_cl",,views,Consider moving field definition to core if views manipulate same data
invoice_date,"account, l10n_gcc_invoice, l10n_ae, l10n_cl",,views,Consider moving field definition to core if views manipulate same data
_check_get_pages,"l10n_ca_check_printing, l10n_us_check_printing",,views,Consider moving field definition to core if views manipulate same data
fetchmail.server.name,"fetchmail_gmail, l10n_it_edi_sdicoop, fetchmail_outlook, fetchmail, l10n_cl_edi, l10n_it_edi",,views,Consider moving field definition to core if views manipulate same data
l10n_latam.document.type.name,"l10n_cl_edi, l10n_latam_invoice_document, l10n_cl, l10n_ar",l10n_pe_edi,both,Move field definition to core
l10n_cl_sii_barcode,"l10n_cl_edi, l10n_cl_edi_stock",,views,Consider moving field definition to core if views manipulate same data
account.debit.note.name,"l10n_cl_edi, l10n_pe_edi",,views,Consider moving field definition to core if views manipulate same data
account.move.reversal.name,"l10n_cl_edi, l10n_latam_invoice_document, l10n_pe_edi",,views,Consider moving field definition to core if views manipulate same data
origin,"l10n_cl_edi_stock, l10n_it_stock_ddt, mrp, purchase_requisition, stock",,views,Consider moving field definition to core if views manipulate same data
sale_id,"l10n_it_stock_ddt, l10n_cl_edi_stock",,views,Consider moving field definition to core if views manipulate same data
scheduled_date,"stock, l10n_cl_edi_stock",,views,Consider moving field definition to core if views manipulate same data
move_lines,"l10n_it_stock_ddt, l10n_cl_edi_stock",,views,Consider moving field definition to core if views manipulate same data
