class,model,method,file_path,module
MailChannel,mail.channel,_notify_typing_partner_data,C:\Odoo\sh\src\odoo\addons\im_livechat\models\mail_channel.py,im_livechat
MailChannel,mail.channel,channel_fetch_slot,C:\Odoo\sh\src\odoo\addons\im_livechat\models\mail_channel.py,im_livechat
MailMessage,mail.message,_message_format,C:\Odoo\sh\src\odoo\addons\im_livechat\models\mail_message.py,im_livechat
Rating,rating.rating,_compute_res_name,C:\Odoo\sh\src\odoo\addons\im_livechat\models\rating.py,im_livechat
Rating,rating.rating,action_open_rated_object,C:\Odoo\sh\src\odoo\addons\im_livechat\models\rating.py,im_livechat
Users,res.users,__init__,C:\Odoo\sh\src\odoo\addons\im_livechat\models\res_users.py,im_livechat
MailBot,mail.bot,_get_answer,C:\Odoo\sh\src\odoo\addons\im_livechat_mail_bot\models\mail_bot.py,im_livechat_mail_bot
AccountChartTemplate,account.chart.template,_get_fp_vals,C:\Odoo\sh\src\odoo\addons\l10n_ar\models\account_chart_template.py,l10n_ar
AccountChartTemplate,account.chart.template,_prepare_all_journals,C:\Odoo\sh\src\odoo\addons\l10n_ar\models\account_chart_template.py,l10n_ar
AccountChartTemplate,account.chart.template,_load,C:\Odoo\sh\src\odoo\addons\l10n_ar\models\account_chart_template.py,l10n_ar
AccountFiscalPosition,account.fiscal.position,get_fiscal_position,C:\Odoo\sh\src\odoo\addons\l10n_ar\models\account_fiscal_position.py,l10n_ar
AccountMove,account.move,_check_invoice_type_document_type,C:\Odoo\sh\src\odoo\addons\l10n_ar\models\account_move.py,l10n_ar
AccountMove,account.move,_get_l10n_latam_documents_domain,C:\Odoo\sh\src\odoo\addons\l10n_ar\models\account_move.py,l10n_ar
AccountMove,account.move,_post,C:\Odoo\sh\src\odoo\addons\l10n_ar\models\account_move.py,l10n_ar
AccountMove,account.move,_reverse_moves,C:\Odoo\sh\src\odoo\addons\l10n_ar\models\account_move.py,l10n_ar
AccountMove,account.move,_inverse_l10n_latam_document_number,C:\Odoo\sh\src\odoo\addons\l10n_ar\models\account_move.py,l10n_ar
AccountMove,account.move,_get_starting_sequence,C:\Odoo\sh\src\odoo\addons\l10n_ar\models\account_move.py,l10n_ar
AccountMove,account.move,_get_last_sequence,C:\Odoo\sh\src\odoo\addons\l10n_ar\models\account_move.py,l10n_ar
AccountMove,account.move,_get_last_sequence_domain,C:\Odoo\sh\src\odoo\addons\l10n_ar\models\account_move.py,l10n_ar
AccountMove,account.move,_get_name_invoice_report,C:\Odoo\sh\src\odoo\addons\l10n_ar\models\account_move.py,l10n_ar
L10nLatamDocumentType,l10n_latam.document.type,_filter_taxes_included,C:\Odoo\sh\src\odoo\addons\l10n_ar\models\l10n_latam_document_type.py,l10n_ar
L10nLatamDocumentType,l10n_latam.document.type,_format_document_number,C:\Odoo\sh\src\odoo\addons\l10n_ar\models\l10n_latam_document_type.py,l10n_ar
ResCompany,res.company,_localization_use_documents,C:\Odoo\sh\src\odoo\addons\l10n_ar\models\res_company.py,l10n_ar
ResPartner,res.partner,check_vat,C:\Odoo\sh\src\odoo\addons\l10n_ar\models\res_partner.py,l10n_ar
ResPartner,res.partner,_commercial_fields,C:\Odoo\sh\src\odoo\addons\l10n_ar\models\res_partner.py,l10n_ar
ResPartnerBank,res.partner.bank,_get_supported_account_types,C:\Odoo\sh\src\odoo\addons\l10n_ar\models\res_partner_bank.py,l10n_ar
ResPartnerBank,res.partner.bank,retrieve_acc_type,C:\Odoo\sh\src\odoo\addons\l10n_ar\models\res_partner_bank.py,l10n_ar
AccountInvoiceReport,account.invoice.report,_select,C:\Odoo\sh\src\odoo\addons\l10n_ar\report\invoice_report.py,l10n_ar
AccountInvoiceReport,account.invoice.report,_from,C:\Odoo\sh\src\odoo\addons\l10n_ar\report\invoice_report.py,l10n_ar
AccountChartTemplate,account.chart.template,_prepare_all_journals,C:\Odoo\sh\src\odoo\addons\l10n_be\models\account_chart_template.py,l10n_be
AccountEdiFormat,account.edi.format,_create_invoice_from_xml_tree,C:\Odoo\sh\src\odoo\addons\l10n_be_edi\models\account_edi_format.py,l10n_be_edi
AccountEdiFormat,account.edi.format,_update_invoice_from_xml_tree,C:\Odoo\sh\src\odoo\addons\l10n_be_edi\models\account_edi_format.py,l10n_be_edi
AccountEdiFormat,account.edi.format,_is_compatible_with_journal,C:\Odoo\sh\src\odoo\addons\l10n_be_edi\models\account_edi_format.py,l10n_be_edi
AccountEdiFormat,account.edi.format,_post_invoice_edi,C:\Odoo\sh\src\odoo\addons\l10n_be_edi\models\account_edi_format.py,l10n_be_edi
AccountMove,account.move,_get_ubl_values,C:\Odoo\sh\src\odoo\addons\l10n_be_edi\models\account_move.py,l10n_be_edi
IrActionsReport,ir.actions.report,_postprocess_pdf_report,C:\Odoo\sh\src\odoo\addons\l10n_be_edi\models\ir_actions_report.py,l10n_be_edi
AccountBankStatementLine,account.bank.statement.line,_find_or_create_bank_account,C:\Odoo\sh\src\odoo\addons\l10n_ch\models\account_bank_statement.py,l10n_ch
AccountMove,account.move,action_invoice_sent,C:\Odoo\sh\src\odoo\addons\l10n_ch\models\account_invoice.py,l10n_ch
AccountMove,account.move,message_post,C:\Odoo\sh\src\odoo\addons\l10n_ch\models\account_invoice.py,l10n_ch
AccountJournal,account.journal,create,C:\Odoo\sh\src\odoo\addons\l10n_ch\models\account_journal.py,l10n_ch
AccountJournal,account.journal,write,C:\Odoo\sh\src\odoo\addons\l10n_ch\models\account_journal.py,l10n_ch
IrActionsReport,ir.actions.report,get_available_barcode_masks,C:\Odoo\sh\src\odoo\addons\l10n_ch\models\ir_actions_report.py,l10n_ch
MailTemplate,mail.template,generate_email,C:\Odoo\sh\src\odoo\addons\l10n_ch\models\mail_template.py,l10n_ch
ResPartnerBank,res.partner.bank,_compute_sanitized_acc_number,C:\Odoo\sh\src\odoo\addons\l10n_ch\models\res_bank.py,l10n_ch
ResPartnerBank,res.partner.bank,_get_supported_account_types,C:\Odoo\sh\src\odoo\addons\l10n_ch\models\res_bank.py,l10n_ch
ResPartnerBank,res.partner.bank,retrieve_acc_type,C:\Odoo\sh\src\odoo\addons\l10n_ch\models\res_bank.py,l10n_ch
ResPartnerBank,res.partner.bank,_get_qr_vals,C:\Odoo\sh\src\odoo\addons\l10n_ch\models\res_bank.py,l10n_ch
ResPartnerBank,res.partner.bank,_get_qr_code_generation_params,C:\Odoo\sh\src\odoo\addons\l10n_ch\models\res_bank.py,l10n_ch
ResPartnerBank,res.partner.bank,_eligible_for_qr_code,C:\Odoo\sh\src\odoo\addons\l10n_ch\models\res_bank.py,l10n_ch
ResPartnerBank,res.partner.bank,_check_for_qr_code_errors,C:\Odoo\sh\src\odoo\addons\l10n_ch\models\res_bank.py,l10n_ch
ResPartnerBank,res.partner.bank,_get_available_qr_methods,C:\Odoo\sh\src\odoo\addons\l10n_ch\models\res_bank.py,l10n_ch
ResPartnerBank,res.partner.bank,create,C:\Odoo\sh\src\odoo\addons\l10n_ch_qriban\models\res_bank.py,l10n_ch_qriban
ResPartnerBank,res.partner.bank,write,C:\Odoo\sh\src\odoo\addons\l10n_ch_qriban\models\res_bank.py,l10n_ch_qriban
ResPartnerBank,res.partner.bank,_is_qr_iban,C:\Odoo\sh\src\odoo\addons\l10n_ch_qriban\models\res_bank.py,l10n_ch_qriban
ResPartnerBank,res.partner.bank,_l10n_ch_get_qr_vals,C:\Odoo\sh\src\odoo\addons\l10n_ch_qriban\models\res_bank.py,l10n_ch_qriban
AccountChartTemplate,account.chart.template,_load,C:\Odoo\sh\src\odoo\addons\l10n_cl\models\account_chart_template.py,l10n_cl
AccountMove,account.move,_get_l10n_latam_documents_domain,C:\Odoo\sh\src\odoo\addons\l10n_cl\models\account_move.py,l10n_cl
AccountMove,account.move,_post,C:\Odoo\sh\src\odoo\addons\l10n_cl\models\account_move.py,l10n_cl
AccountMove,account.move,_get_starting_sequence,C:\Odoo\sh\src\odoo\addons\l10n_cl\models\account_move.py,l10n_cl
AccountMove,account.move,_get_last_sequence_domain,C:\Odoo\sh\src\odoo\addons\l10n_cl\models\account_move.py,l10n_cl
AccountMove,account.move,_get_name_invoice_report,C:\Odoo\sh\src\odoo\addons\l10n_cl\models\account_move.py,l10n_cl
AccountTaxTemplate,account.tax.template,_get_tax_vals,C:\Odoo\sh\src\odoo\addons\l10n_cl\models\account_tax.py,l10n_cl
L10nLatamDocumentType,l10n_latam.document.type,_format_document_number,C:\Odoo\sh\src\odoo\addons\l10n_cl\models\l10n_latam_document_type.py,l10n_cl
L10nLatamDocumentType,l10n_latam.document.type,_filter_taxes_included,C:\Odoo\sh\src\odoo\addons\l10n_cl\models\l10n_latam_document_type.py,l10n_cl
ResCompany,res.company,_localization_use_documents,C:\Odoo\sh\src\odoo\addons\l10n_cl\models\res_company.py,l10n_cl
ResPartner,res.partner,_commercial_fields,C:\Odoo\sh\src\odoo\addons\l10n_cl\models\res_partner.py,l10n_cl
ResPartner,res.partner,create,C:\Odoo\sh\src\odoo\addons\l10n_cl\models\res_partner.py,l10n_cl
ResPartner,res.partner,write,C:\Odoo\sh\src\odoo\addons\l10n_cl\models\res_partner.py,l10n_cl
ResPartner,res.partner,check_vat,C:\Odoo\sh\src\odoo\addons\l10n_co\models\res_partner.py,l10n_co
AccountChartTemplate,account.chart.template,_prepare_transfer_account_for_direct_creation,C:\Odoo\sh\src\odoo\addons\l10n_de\models\chart_template.py,l10n_de
AccountChartTemplate,account.chart.template,_load,C:\Odoo\sh\src\odoo\addons\l10n_de\models\chart_template.py,l10n_de
AccountTaxTemplate,account.tax.template,_get_tax_vals,C:\Odoo\sh\src\odoo\addons\l10n_de\models\datev.py,l10n_de
ProductTemplate,product.template,_get_product_accounts,C:\Odoo\sh\src\odoo\addons\l10n_de\models\datev.py,l10n_de
IrActionsReport,ir.actions.report,_get_rendering_context,C:\Odoo\sh\src\odoo\addons\l10n_de\models\ir_actions_report.py,l10n_de
AccountChartTemplate,account.chart.template,_prepare_transfer_account_for_direct_creation,C:\Odoo\sh\src\odoo\addons\l10n_dk\models\account_chart_template.py,l10n_dk
AccountJournal,account.journal,_prepare_liquidity_account_vals,C:\Odoo\sh\src\odoo\addons\l10n_dk\models\account_journal.py,l10n_dk
AccountChartTemplate,account.chart.template,_get_default_bank_journals_data,C:\Odoo\sh\src\odoo\addons\l10n_do\models\chart_template.py,l10n_do
AccountChartTemplate,account.chart.template,_prepare_all_journals,C:\Odoo\sh\src\odoo\addons\l10n_do\models\chart_template.py,l10n_do
AccountEdiFormat,account.edi.format,_get_invoice_edi_content,C:\Odoo\sh\src\odoo\addons\l10n_es_edi_sii\models\account_edi_format.py,l10n_es_edi_sii
AccountEdiFormat,account.edi.format,_is_required_for_invoice,C:\Odoo\sh\src\odoo\addons\l10n_es_edi_sii\models\account_edi_format.py,l10n_es_edi_sii
AccountEdiFormat,account.edi.format,_needs_web_services,C:\Odoo\sh\src\odoo\addons\l10n_es_edi_sii\models\account_edi_format.py,l10n_es_edi_sii
AccountEdiFormat,account.edi.format,_support_batching,C:\Odoo\sh\src\odoo\addons\l10n_es_edi_sii\models\account_edi_format.py,l10n_es_edi_sii
AccountEdiFormat,account.edi.format,_get_batch_key,C:\Odoo\sh\src\odoo\addons\l10n_es_edi_sii\models\account_edi_format.py,l10n_es_edi_sii
AccountEdiFormat,account.edi.format,_check_move_configuration,C:\Odoo\sh\src\odoo\addons\l10n_es_edi_sii\models\account_edi_format.py,l10n_es_edi_sii
AccountEdiFormat,account.edi.format,_is_compatible_with_journal,C:\Odoo\sh\src\odoo\addons\l10n_es_edi_sii\models\account_edi_format.py,l10n_es_edi_sii
AccountEdiFormat,account.edi.format,_post_invoice_edi,C:\Odoo\sh\src\odoo\addons\l10n_es_edi_sii\models\account_edi_format.py,l10n_es_edi_sii
AccountMove,account.move,_compute_edi_show_cancel_button,C:\Odoo\sh\src\odoo\addons\l10n_es_edi_sii\models\account_move.py,l10n_es_edi_sii
AccountTaxTemplate,account.tax.template,_get_tax_vals,C:\Odoo\sh\src\odoo\addons\l10n_es_edi_sii\models\account_tax.py,l10n_es_edi_sii
Certificate,l10n_es_edi.certificate,create,C:\Odoo\sh\src\odoo\addons\l10n_es_edi_sii\models\l10n_es_edi_certificate.py,l10n_es_edi_sii
AccountChartTemplate,account.chart.template,_load,C:\Odoo\sh\src\odoo\addons\l10n_eu_service\models\chart_template.py,l10n_eu_service
SaleOrder,sale.order,write,C:\Odoo\sh\src\odoo\addons\l10n_fi_sale\models\sale.py,l10n_fi_sale
AccountChartTemplate,account.chart.template,_prepare_all_journals,C:\Odoo\sh\src\odoo\addons\l10n_fr\models\account_chart_template.py,l10n_fr
ChartTemplate,account.chart.template,_prepare_all_journals,C:\Odoo\sh\src\odoo\addons\l10n_fr\models\l10n_fr.py,l10n_fr
ResCompany,res.company,create,C:\Odoo\sh\src\odoo\addons\l10n_fr\models\res_company.py,l10n_fr
ResCompany,res.company,write,C:\Odoo\sh\src\odoo\addons\l10n_fr\models\res_company.py,l10n_fr
AccountBankStatement,account.bank.statement,unlink,C:\Odoo\sh\src\odoo\addons\l10n_fr_pos_cert\models\account_bank_statement.py,l10n_fr_pos_cert
AccountBankStatementLine,account.bank.statement.line,unlink,C:\Odoo\sh\src\odoo\addons\l10n_fr_pos_cert\models\account_bank_statement.py,l10n_fr_pos_cert
AccountFiscalPosition,account.fiscal.position,write,C:\Odoo\sh\src\odoo\addons\l10n_fr_pos_cert\models\account_fiscal_position.py,l10n_fr_pos_cert
pos_config,pos.config,open_ui,C:\Odoo\sh\src\odoo\addons\l10n_fr_pos_cert\models\pos.py,l10n_fr_pos_cert
pos_session,pos.session,open_frontend_cb,C:\Odoo\sh\src\odoo\addons\l10n_fr_pos_cert\models\pos.py,l10n_fr_pos_cert
pos_order,pos.order,write,C:\Odoo\sh\src\odoo\addons\l10n_fr_pos_cert\models\pos.py,l10n_fr_pos_cert
pos_order,pos.order,unlink,C:\Odoo\sh\src\odoo\addons\l10n_fr_pos_cert\models\pos.py,l10n_fr_pos_cert
pos_order,pos.order,_export_for_ui,C:\Odoo\sh\src\odoo\addons\l10n_fr_pos_cert\models\pos.py,l10n_fr_pos_cert
PosOrderLine,pos.order.line,write,C:\Odoo\sh\src\odoo\addons\l10n_fr_pos_cert\models\pos.py,l10n_fr_pos_cert
ResCompany,res.company,create,C:\Odoo\sh\src\odoo\addons\l10n_fr_pos_cert\models\res_company.py,l10n_fr_pos_cert
ResCompany,res.company,write,C:\Odoo\sh\src\odoo\addons\l10n_fr_pos_cert\models\res_company.py,l10n_fr_pos_cert
AccountMove,account.move,_get_name_invoice_report,C:\Odoo\sh\src\odoo\addons\l10n_gcc_invoice\models\account_move.py,l10n_gcc_invoice
AccountMove,account.move,_post,C:\Odoo\sh\src\odoo\addons\l10n_id_efaktur\models\account_move.py,l10n_id_efaktur
AccountJournal,account.journal,name_get,C:\Odoo\sh\src\odoo\addons\l10n_in\models\account.py,l10n_in
AccountMoveLine,account.move.line,_compute_tax_base_amount,C:\Odoo\sh\src\odoo\addons\l10n_in\models\account.py,l10n_in
AccountTax,account.tax,get_grouping_key,C:\Odoo\sh\src\odoo\addons\l10n_in\models\account.py,l10n_in
AccountMove,account.move,_get_tax_grouping_key_from_tax_line,C:\Odoo\sh\src\odoo\addons\l10n_in\models\account_invoice.py,l10n_in
AccountMove,account.move,_get_tax_grouping_key_from_base_line,C:\Odoo\sh\src\odoo\addons\l10n_in\models\account_invoice.py,l10n_in
AccountMove,account.move,_get_tax_key_for_group_add_base,C:\Odoo\sh\src\odoo\addons\l10n_in\models\account_invoice.py,l10n_in
AccountMove,account.move,_post,C:\Odoo\sh\src\odoo\addons\l10n_in\models\account_invoice.py,l10n_in
AccountChartTemplate,account.chart.template,_prepare_all_journals,C:\Odoo\sh\src\odoo\addons\l10n_in\models\chart_template.py,l10n_in
AccountTaxTemplate,account.tax.template,_get_tax_vals,C:\Odoo\sh\src\odoo\addons\l10n_in\models\chart_template.py,l10n_in
ResPartner,res.partner,onchange_company_type,C:\Odoo\sh\src\odoo\addons\l10n_in\models\res_partner.py,l10n_in
ResPartner,res.partner,_onchange_country_id,C:\Odoo\sh\src\odoo\addons\l10n_in\models\res_partner.py,l10n_in
ResPartner,res.partner,_commercial_fields,C:\Odoo\sh\src\odoo\addons\l10n_in\models\res_partner.py,l10n_in
AdvancesPaymentReport,l10n_in.advances.payment.report,_select,C:\Odoo\sh\src\odoo\addons\l10n_in\report\account_payment_report.py,l10n_in
L10nInAdvancesPaymentAdjustmentReport,l10n_in.advances.payment.adjustment.report,_select,C:\Odoo\sh\src\odoo\addons\l10n_in\report\account_payment_report.py,l10n_in
L10nInAdvancesPaymentAdjustmentReport,l10n_in.advances.payment.adjustment.report,_from,C:\Odoo\sh\src\odoo\addons\l10n_in\report\account_payment_report.py,l10n_in
L10nInAdvancesPaymentAdjustmentReport,l10n_in.advances.payment.adjustment.report,_where,C:\Odoo\sh\src\odoo\addons\l10n_in\report\account_payment_report.py,l10n_in
PosOrder,pos.order,_get_account_move_line_group_data_type_key,C:\Odoo\sh\src\odoo\addons\l10n_in_pos\models\pos_order.py,l10n_in_pos
PosOrder,pos.order,_prepare_account_move_line,C:\Odoo\sh\src\odoo\addons\l10n_in_pos\models\pos_order.py,l10n_in_pos
PosOrder,pos.order,_prepare_invoice_vals,C:\Odoo\sh\src\odoo\addons\l10n_in_pos\models\pos_order.py,l10n_in_pos
AccountMove,account.move,_onchange_purchase_auto_complete,C:\Odoo\sh\src\odoo\addons\l10n_in_purchase\models\account_move.py,l10n_in_purchase
PurchaseOrder,purchase.order,_prepare_invoice,C:\Odoo\sh\src\odoo\addons\l10n_in_purchase\models\purchase_order.py,l10n_in_purchase
PurchaseOrder,purchase.order,l10n_in_onchange_company_id,C:\Odoo\sh\src\odoo\addons\l10n_in_purchase_stock\models\purchase_order.py,l10n_in_purchase_stock
AccountMove,account.move,_l10n_in_get_shipping_partner,C:\Odoo\sh\src\odoo\addons\l10n_in_sale\models\account_move.py,l10n_in_sale
SaleOrder,sale.order,_prepare_invoice,C:\Odoo\sh\src\odoo\addons\l10n_in_sale\models\sale_order.py,l10n_in_sale
L10nInAccountInvoiceReport,l10n_in.account.invoice.report,_from,C:\Odoo\sh\src\odoo\addons\l10n_in_sale\report\account_invoice_report.py,l10n_in_sale
L10nInAccountInvoiceReport,l10n_in.account.invoice.report,_where,C:\Odoo\sh\src\odoo\addons\l10n_in_sale\report\account_invoice_report.py,l10n_in_sale
L10nInExemptedReport,l10n_in.exempted.report,_from,C:\Odoo\sh\src\odoo\addons\l10n_in_sale\report\exempted_gst_report.py,l10n_in_sale
L10nInProductHsnReport,l10n_in.product.hsn.report,_from,C:\Odoo\sh\src\odoo\addons\l10n_in_sale\report\hsn_gst_report.py,l10n_in_sale
SaleAdvancePaymentInv,sale.advance.payment.inv,_prepare_invoice_values,C:\Odoo\sh\src\odoo\addons\l10n_in_sale\wizard\sale_make_invoice_advance.py,l10n_in_sale
SaleOrder,sale.order,_compute_l10n_in_journal_id,C:\Odoo\sh\src\odoo\addons\l10n_in_sale_stock\models\sale_order.py,l10n_in_sale_stock
StockPicking,stock.picking,_should_generate_commercial_invoice,C:\Odoo\sh\src\odoo\addons\l10n_in_stock\models\stock_picking.py,l10n_in_stock
AccountChartTemplate,account.chart.template,_load,C:\Odoo\sh\src\odoo\addons\l10n_it_edi\models\account_chart_template.py,l10n_it_edi
AccountEdiFormat,account.edi.format,_is_embedding_to_invoice_pdf_needed,C:\Odoo\sh\src\odoo\addons\l10n_it_edi\models\account_edi_format.py,l10n_it_edi
AccountEdiFormat,account.edi.format,_is_compatible_with_journal,C:\Odoo\sh\src\odoo\addons\l10n_it_edi\models\account_edi_format.py,l10n_it_edi
AccountEdiFormat,account.edi.format,_is_required_for_invoice,C:\Odoo\sh\src\odoo\addons\l10n_it_edi\models\account_edi_format.py,l10n_it_edi
AccountEdiFormat,account.edi.format,_post_invoice_edi,C:\Odoo\sh\src\odoo\addons\l10n_it_edi\models\account_edi_format.py,l10n_it_edi
AccountEdiFormat,account.edi.format,_create_invoice_from_xml_tree,C:\Odoo\sh\src\odoo\addons\l10n_it_edi\models\account_edi_format.py,l10n_it_edi
AccountEdiFormat,account.edi.format,_update_invoice_from_xml_tree,C:\Odoo\sh\src\odoo\addons\l10n_it_edi\models\account_edi_format.py,l10n_it_edi
AccountEdiFormat,account.edi.format,_create_invoice_from_binary,C:\Odoo\sh\src\odoo\addons\l10n_it_edi\models\account_edi_format.py,l10n_it_edi
AccountEdiFormat,account.edi.format,_update_invoice_from_binary,C:\Odoo\sh\src\odoo\addons\l10n_it_edi\models\account_edi_format.py,l10n_it_edi
AccountMove,account.move,_post,C:\Odoo\sh\src\odoo\addons\l10n_it_edi\models\account_invoice.py,l10n_it_edi
FetchmailServer,fetchmail.server,fetch_mail,C:\Odoo\sh\src\odoo\addons\l10n_it_edi\models\ir_mail_server.py,l10n_it_edi
IrMailServer,ir.mail_server,_get_test_email_addresses,C:\Odoo\sh\src\odoo\addons\l10n_it_edi\models\ir_mail_server.py,l10n_it_edi
IrMailServer,ir.mail_server,build_email,C:\Odoo\sh\src\odoo\addons\l10n_it_edi\models\ir_mail_server.py,l10n_it_edi
AccountEdiFormat,account.edi.format,_get_invoice_edi_content,C:\Odoo\sh\src\odoo\addons\l10n_it_edi_sdicoop\models\account_edi_format.py,l10n_it_edi_sdicoop
AccountEdiFormat,account.edi.format,_check_move_configuration,C:\Odoo\sh\src\odoo\addons\l10n_it_edi_sdicoop\models\account_edi_format.py,l10n_it_edi_sdicoop
AccountEdiFormat,account.edi.format,_needs_web_services,C:\Odoo\sh\src\odoo\addons\l10n_it_edi_sdicoop\models\account_edi_format.py,l10n_it_edi_sdicoop
AccountEdiFormat,account.edi.format,_support_batching,C:\Odoo\sh\src\odoo\addons\l10n_it_edi_sdicoop\models\account_edi_format.py,l10n_it_edi_sdicoop
AccountEdiFormat,account.edi.format,_get_batch_key,C:\Odoo\sh\src\odoo\addons\l10n_it_edi_sdicoop\models\account_edi_format.py,l10n_it_edi_sdicoop
AccountEdiFormat,account.edi.format,_get_proxy_identification,C:\Odoo\sh\src\odoo\addons\l10n_it_edi_sdicoop\models\account_edi_format.py,l10n_it_edi_sdicoop
AccountMove,account.move,_compute_show_reset_to_draft_button,C:\Odoo\sh\src\odoo\addons\l10n_it_edi_sdicoop\models\account_invoice.py,l10n_it_edi_sdicoop
AccountMove,account.move,_prepare_fatturapa_export_values,C:\Odoo\sh\src\odoo\addons\l10n_it_stock_ddt\models\account_invoice.py,l10n_it_stock_ddt
StockPicking,stock.picking,_action_done,C:\Odoo\sh\src\odoo\addons\l10n_it_stock_ddt\models\stock_picking.py,l10n_it_stock_ddt
StockPickingType,stock.picking.type,create,C:\Odoo\sh\src\odoo\addons\l10n_it_stock_ddt\models\stock_picking.py,l10n_it_stock_ddt
StockPickingType,stock.picking.type,write,C:\Odoo\sh\src\odoo\addons\l10n_it_stock_ddt\models\stock_picking.py,l10n_it_stock_ddt
ResCompany,res.company,create,C:\Odoo\sh\src\odoo\addons\l10n_latam_base\models\res_company.py,l10n_latam_base
ResPartner,res.partner,_commercial_fields,C:\Odoo\sh\src\odoo\addons\l10n_latam_base\models\res_partner.py,l10n_latam_base
ResPartner,res.partner,check_vat,C:\Odoo\sh\src\odoo\addons\l10n_latam_base\models\res_partner.py,l10n_latam_base
AccountChartTemplate,account.chart.template,_prepare_all_journals,C:\Odoo\sh\src\odoo\addons\l10n_latam_invoice_document\models\account_chart_template.py,l10n_latam_invoice_document
AccountJournal,account.journal,_onchange_type,C:\Odoo\sh\src\odoo\addons\l10n_latam_invoice_document\models\account_journal.py,l10n_latam_invoice_document
AccountMove,account.move,_auto_init,C:\Odoo\sh\src\odoo\addons\l10n_latam_invoice_document\models\account_move.py,l10n_latam_invoice_document
AccountMove,account.move,_compute_name,C:\Odoo\sh\src\odoo\addons\l10n_latam_invoice_document\models\account_move.py,l10n_latam_invoice_document
AccountMove,account.move,_compute_highest_name,C:\Odoo\sh\src\odoo\addons\l10n_latam_invoice_document\models\account_move.py,l10n_latam_invoice_document
AccountMove,account.move,_deduce_sequence_number_reset,C:\Odoo\sh\src\odoo\addons\l10n_latam_invoice_document\models\account_move.py,l10n_latam_invoice_document
AccountMove,account.move,_get_starting_sequence,C:\Odoo\sh\src\odoo\addons\l10n_latam_invoice_document\models\account_move.py,l10n_latam_invoice_document
AccountMove,account.move,_post,C:\Odoo\sh\src\odoo\addons\l10n_latam_invoice_document\models\account_move.py,l10n_latam_invoice_document
AccountMove,account.move,_check_unique_sequence_number,C:\Odoo\sh\src\odoo\addons\l10n_latam_invoice_document\models\account_move.py,l10n_latam_invoice_document
AccountMove,account.move,_compute_invoice_taxes_by_group,C:\Odoo\sh\src\odoo\addons\l10n_latam_invoice_document\models\account_move.py,l10n_latam_invoice_document
AccountMoveLine,account.move.line,_auto_init,C:\Odoo\sh\src\odoo\addons\l10n_latam_invoice_document\models\account_move_line.py,l10n_latam_invoice_document
AccountInvoiceReport,account.invoice.report,_select,C:\Odoo\sh\src\odoo\addons\l10n_latam_invoice_document\report\invoice_report.py,l10n_latam_invoice_document
AccountDebitNote,account.debit.note,create_debit,C:\Odoo\sh\src\odoo\addons\l10n_latam_invoice_document\wizards\account_debit_note.py,l10n_latam_invoice_document
AccountMoveReversal,account.move.reversal,_prepare_default_reversal,C:\Odoo\sh\src\odoo\addons\l10n_latam_invoice_document\wizards\account_move_reversal.py,l10n_latam_invoice_document
AccountChartTemplate,account.chart.template,_prepare_all_journals,C:\Odoo\sh\src\odoo\addons\l10n_lu\models\account_chart_template.py,l10n_lu
AccountChartTemplate,account.chart.template,_load,C:\Odoo\sh\src\odoo\addons\l10n_multilang\models\l10n_multilang.py,l10n_multilang
BaseLanguageInstall,base.language.install,lang_install,C:\Odoo\sh\src\odoo\addons\l10n_multilang\models\l10n_multilang.py,l10n_multilang
AccountJournal,account.journal,_prepare_liquidity_account_vals,C:\Odoo\sh\src\odoo\addons\l10n_mx\models\account.py,l10n_mx
AccountTaxTemplate,account.tax.template,_get_tax_vals,C:\Odoo\sh\src\odoo\addons\l10n_mx\models\account_tax.py,l10n_mx
AccountChartTemplate,account.chart.template,_load,C:\Odoo\sh\src\odoo\addons\l10n_mx\models\chart_template.py,l10n_mx
AccountChartTemplate,account.chart.template,generate_journals,C:\Odoo\sh\src\odoo\addons\l10n_mx\models\chart_template.py,l10n_mx
AccountChartTemplate,account.chart.template,_prepare_all_journals,C:\Odoo\sh\src\odoo\addons\l10n_mx\models\chart_template.py,l10n_mx
AccountChartTemplate,account.chart.template,_prepare_transfer_account_for_direct_creation,C:\Odoo\sh\src\odoo\addons\l10n_mx\models\chart_template.py,l10n_mx
AccountChartTemplate,account.chart.template,_load,C:\Odoo\sh\src\odoo\addons\l10n_nl\models\account_chart_template.py,l10n_nl
AccountChartTemplate,account.chart.template,_prepare_transfer_account_for_direct_creation,C:\Odoo\sh\src\odoo\addons\l10n_nl\models\account_chart_template.py,l10n_nl
AccountJournal,account.journal,_prepare_liquidity_account_vals,C:\Odoo\sh\src\odoo\addons\l10n_nl\models\account_journal.py,l10n_nl
AccountMoveLine,account.move.line,_auto_init,C:\Odoo\sh\src\odoo\addons\l10n_pe\models\account_move.py,l10n_pe
AccountTaxTemplate,account.tax.template,_get_tax_vals,C:\Odoo\sh\src\odoo\addons\l10n_pe\models\account_tax.py,l10n_pe
AccountTaxTemplate,account.tax.template,_get_tax_vals,C:\Odoo\sh\src\odoo\addons\l10n_ph\models\account_tax_template.py,l10n_ph
ResPartner,res.partner,_commercial_fields,C:\Odoo\sh\src\odoo\addons\l10n_ph\models\res_partner.py,l10n_ph
